x,y
519.4000244140625,294.6000061035156
514.8408203125,298.54534912109375
509.0364990234375,300.08123779296875
503.540283203125,298.5307312011719
506.2442626953125,293.13262939453125
507.0365905761719,287.1385803222656
502.9102783203125,289.50238037109375
497.0034484863281,290.1835021972656
491.8298645019531,287.1356201171875
495.8846130371094,286.5942687988281
497.40728759765625,284.94580078125
493.1705322265625,280.5975036621094
489.0592346191406,276.1304016113281
485.0899658203125,271.53680419921875
481.3008728027344,266.7936706542969
477.76434326171875,261.8599853515625
474.62542724609375,256.66603088378906
472.8666076660156,251.85414123535156
478.031005859375,255.04244995117188
482.8653869628906,258.70989990234375
487.0815124511719,263.0630798339844
489.49053955078125,268.5457763671875
489.1529541015625,262.8315734863281
487.25653076171875,257.07305908203125
484.52716064453125,251.65403747558594
481.2558898925781,246.5417938232422
477.601318359375,241.6951141357422
473.6612548828125,237.0769805908203
472.83270263671875,234.65476989746094
478.6683349609375,236.32980346679688
479.5188293457031,235.2634735107422
475.207275390625,230.99029541015625
471.1278991699219,226.4945526123047
467.2584533691406,221.81674194335938
463.5933532714844,216.97715759277344
460.13165283203125,211.989990234375
456.8759765625,206.865966796875
453.8296203613281,201.6147918701172
450.9976501464844,196.24496459960938
448.3839416503906,190.7655792236328
445.9927673339844,185.1855010986328
443.8292541503906,179.51324462890625
442.12115478515625,173.69029235839844
440.2445983886719,167.9167938232422
438.1396484375,162.22251892089844
435.81640625,156.61375427246094
433.27093505859375,151.10235595703125
430.494384765625,145.70372009277344
427.4734191894531,140.43809509277344
424.1918029785156,135.33099365234375
420.63079833984375,130.41477966308594
416.7712707519531,125.7296371459961
412.5952453613281,121.3246078491211
408.0880432128906,117.2596206665039
403.2439270019531,113.6032485961914
398.07073974609375,110.43041229248047
392.594970703125,107.81493377685547
386.8643493652344,105.8196029663086
380.9451599121094,104.48416900634766
374.9135437011719,103.81847381591797
368.84503173828125,103.80088806152344
362.8042297363281,104.38512420654297
357.4512023925781,101.56397247314453
352.10980224609375,98.67788696289062
354.2680358886719,98.30736541748047
359.96630859375,99.09283447265625
355.1817321777344,95.35556030273438
350.3379211425781,91.6953125
345.4405822753906,88.10710144042969
340.48590087890625,84.59847259521484
335.46685791015625,81.18254089355469
330.3708190917969,77.88279724121094
325.17926025390625,74.73560333251953
319.86175537109375,71.8069839477539
314.36590576171875,69.23140716552734
308.59588623046875,67.37141418457031
304.91607666015625,63.34815216064453
302.0734558105469,57.98406219482422
298.99090576171875,52.75417709350586
295.66070556640625,47.67853546142578
292.05670166015625,42.79381561279297
288.1398010253906,38.15681076049805
283.8564453125,33.85719680786133
279.1432189941406,30.036130905151367
274.3117370605469,26.54521942138672
270.7068786621094,21.674604415893555
266.3340148925781,17.469797134399414
261.4861755371094,13.81959056854248
256.3070983886719,10.655166625976562
250.8887939453125,7.919163227081299
245.29466247558594,5.56245231628418
