x,y
504.8000183105469,303.7999954223633
497.29273986816406,308.4347381591797
488.81642150878906,310.89576721191406
479.99169921875,311.1172790527344
471.4336700439453,308.97654724121094
463.73582458496094,304.65379333496094
457.30712890625,298.6004180908203
452.3869934082031,291.2509307861328
447.76641845703125,283.7012176513672
443.3248291015625,276.0448684692383
439.06849670410156,268.2840118408203
435.00355529785156,260.4212112426758
431.1361389160156,252.4593963623047
427.4722900390625,244.40190887451172
424.01727294921875,236.2527084350586
420.77630615234375,228.01602935791016
417.75433349609375,219.69649505615234
414.9562530517578,211.2990493774414
412.38563537597656,202.82919692993164
408.834716796875,195.12267684936523
401.8276596069336,189.7156524658203
395.1046676635742,183.95933151245117
388.69325256347656,177.85795974731445
382.62012481689453,171.41992568969727
376.9114456176758,164.6566505432129
371.5920715332031,157.58318328857422
366.6845016479492,150.2179946899414
362.2072067260742,142.5836410522461
359.57946014404297,134.2754249572754
357.2589416503906,125.74465560913086
353.5137252807617,117.73642349243164
348.4601745605469,110.48214530944824
342.25850677490234,104.18085670471191
335.0951690673828,98.99846267700195
327.17430114746094,95.07012367248535
318.71546936035156,92.49672508239746
309.95465087890625,91.5154857635498
301.3470001220703,89.92258834838867
294.5581817626953,84.38342475891113
291.43685150146484,76.23564910888672
289.2104949951172,67.68043231964111
285.5187225341797,59.64801597595215
280.47428131103516,52.38849067687988
274.2244338989258,46.1370267868042
266.9433822631836,41.12796497344971
258.85277557373047,37.56095600128174
250.28604888916016,35.37621021270752
241.47171783447266,34.70091438293457
232.70723724365234,35.76024675369263
224.54620361328125,39.11617946624756
217.5707550048828,44.52364730834961
212.16937255859375,51.51124668121338
207.92822647094727,59.273282051086426
204.81304168701172,67.54998970031738
203.02293395996094,76.2086181640625
206.6990623474121,83.46885299682617
208.43371200561523,89.74842071533203
213.81359100341797,96.46586227416992
219.73336791992188,103.03583526611328
224.66666412353516,110.3768138885498
226.70952606201172,118.7693099975586
229.98667907714844,126.9295539855957
236.10263061523438,133.25464630126953
241.4595184326172,139.23397827148438
242.47886657714844,148.0225486755371
242.57696533203125,156.86968994140625
241.77734375,165.68141174316406
240.10980224609375,174.37091064453125
237.60489654541016,182.85710525512695
234.47793579101562,191.13721466064453
230.92559814453125,199.24347686767578
226.91890716552734,207.13494491577148
222.4684600830078,214.7850341796875
217.58682250976562,222.16736602783203
212.28809356689453,229.2562713623047
206.58769989013672,236.02645874023438
200.50407791137695,242.45439910888672
194.05698013305664,248.51770782470703
187.26765823364258,254.1951675415039
179.79146194458008,258.8800582885742
172.36186599731445,263.6847686767578
165.44849014282227,269.2068176269531
159.1092414855957,275.37960052490234
153.39099502563477,282.1319122314453
148.33013153076172,289.3901672363281
143.95441436767578,297.0811462402344
137.92044830322266,303.3568572998047
133.0746307373047,310.71971130371094
130.77395629882812,319.22821044921875
131.2790985107422,328.02674865722656
134.66004943847656,336.1593780517578
140.60780715942383,342.65467834472656
148.4125518798828,346.7353210449219
150.18850326538086,342.78031158447266
149.57777786254883,334.0006103515625
152.22551727294922,325.6099624633789
157.84298706054688,318.843505859375
165.78805923461914,315.3707504272461
174.4765739440918,313.68963623046875
183.0202751159668,311.3826446533203
191.37235641479492,308.45728302001953
199.4861946105957,304.92435455322266
207.31481170654297,300.79798126220703
214.81167602539062,296.0956497192383
221.93033599853516,290.83850860595703
228.6252670288086,285.05152893066406
234.85250091552734,278.763916015625
240.57001495361328,272.0095672607422
245.73924255371094,264.82691192626953
250.5378189086914,258.98571014404297
257.6473693847656,264.1941909790039
266.02510833740234,266.9359664916992
272.09281158447266,270.0561981201172
272.7426300048828,278.8826141357422
273.92899322509766,287.6529312133789
275.6361770629883,296.33712005615234
