x,y
152.3895263671875,409.9592529296875
148.94422607421876,416.33212890625003
146.027685546875,422.96542968750003
143.6669677734375,429.816064453125
141.91890869140624,436.84755859375
140.87260742187502,444.01645507812503
140.63444824218752,451.25639648437505
141.3115478515625,458.46748046875
143.38555908203125,453.053125
143.30333251953127,460.30068359375
143.31170654296875,467.548828125
143.40831298828127,474.79638671875
143.603271484375,482.041748046875
143.9173828125,489.28300781250005
144.38395996093752,496.516064453125
145.06287841796876,503.73198242187505
146.07437744140626,510.90800781250005
147.74012451171876,517.9560546875
148.954443359375,515.96826171875
149.38463134765627,523.202685546875
149.42548828125,530.4498046875
149.04642333984376,537.68681640625
148.15897216796876,544.878564453125
146.61380615234376,551.95654296875
144.1698974609375,558.7724609375
140.46922607421877,564.985107421875
135.16072998046874,569.867724609375
128.42213134765626,571.55576171875
121.22415771484376,570.7380859375
114.0126953125,571.17705078125
107.0453369140625,573.066259765625
99.82925415039062,572.8554199218751
92.78701171875001,571.313818359375
86.79180297851563,574.825439453125
85.6886474609375,581.835986328125
87.31182861328125,588.8755859375
90.79598999023438,595.111572265625
97.61259155273439,596.599169921875
101.23387451171875,598.4728515625001
95.855517578125,603.317138671875
92.20413818359376,609.340234375
96.58323364257814,614.157763671875
99.88911132812501,617.8995117187501
104.50921630859375,622.24638671875
107.1131591796875,626.65126953125
112.29912109375,630.7978515625
119.31954345703126,630.0918945312501
125.88665771484375,627.44189453125
133.10986328125,626.93154296875
140.12958984375,625.18017578125
146.37947998046874,621.5877441406251
151.4554443359375,616.4931640625
157.40867919921877,612.361376953125
163.65969238281252,608.6969726562501
170.24418945312502,605.67724609375
177.2079833984375,603.7103515625
184.41376953125,603.722021484375
191.64320068359376,603.7772949218751
198.72396240234377,602.30986328125
205.02701416015626,598.819140625
209.1979736328125,592.97978515625
210.47976074218752,585.888037109375
209.686376953125,578.697802734375
207.87102050781252,571.682421875
206.55625,564.557177734375
206.39995117187502,557.33359375
208.405126953125,558.616845703125
210.18522949218752,558.279296875
212.05446777343752,551.2763671875
213.8337158203125,544.25
215.51296386718752,537.1991699218751
217.06730957031252,530.119775390625
218.45168457031252,523.0052734375
219.56999511718752,515.844580078125
220.16689453125002,508.62470703125
221.5043701171875,507.928662109375
224.5993408203125,513.46142578125
225.8569091796875,506.32333984375003
227.273876953125,499.21518554687503
228.84316406250002,492.139111328125
230.58408203125,485.10336914062503
232.53007812500002,478.12163085937505
234.7373046875,471.21835937500003
237.3014892578125,464.440087890625
240.40678710937502,457.894482421875
244.4626220703125,451.90498046875
249.78652343750002,448.926416015625
250.90507812500002,456.084912109375
252.6058349609375,463.1291015625
254.8455322265625,470.02060546875003
257.6426513671875,476.70468750000003
261.0330810546875,483.10791015625
265.0532470703125,489.1349609375
269.7266357421875,494.66953125000003
274.9200439453125,499.315380859375
275.771142578125,494.96269531250005
279.69309082031253,501.0580078125
283.6151611328125,507.15341796875003
287.3751708984375,513.146728515625
281.84750976562503,516.796533203125
275.5730712890625,519.260986328125
270.19228515625,523.68173828125
265.3274658203125,528.838427734375
259.974658203125,533.325
256.964599609375,539.73330078125
259.1947021484375,546.504541015625
265.197998046875,550.2748046875
272.112255859375,552.374365234375
277.523486328125,555.47060546875
282.82646484375,560.38134765625
289.3187744140625,563.528173828125
296.49155273437503,564.2599609375001
303.6661865234375,563.999609375
310.8498046875,564.9628417968751
317.996728515625,566.16796875
325.08203125,567.690283203125
332.03779296875,569.718505859375
338.5623779296875,572.829345703125
345.0555419921875,576.03447265625
352.013427734375,578.0080078125001
359.18552246093753,577.608056640625
364.83146972656255,573.28466796875
367.461083984375,566.57919921875
368.1763427734375,559.37705078125
367.895166015625,552.137060546875
367.3423095703125,544.910009765625
366.61259765625005,537.6991699218751
365.52519531250005,530.5349609375
366.3458984375,531.034521484375
368.16330566406253,532.282763671875
367.60100097656255,525.0583007812501
366.4983154296875,517.896044921875
364.86298828125,510.83676757812503
362.6629150390625,503.9328125
359.850732421875,497.25537109375
356.37773437500005,490.89765625
353.3355712890625,484.398583984375
351.09384765625003,477.50615234375005
348.7264404296875,470.655517578125
346.18864746093755,463.866357421875
343.3673095703125,457.19125976562503
339.7979736328125,450.90097656250003
337.62236328125005,444.205078125
336.19760742187503,437.09848632812503
334.77280273437503,429.991650390625
333.34799804687503,422.88481445312505
333.0640869140625,417.08920898437503
338.7727783203125,414.26372070312505
343.14731445312503,408.9632568359375
345.5318603515625,402.16464843750003
348.25749511718755,395.4487548828125
350.71635742187505,388.631298828125
352.807861328125,381.69272460937503
354.2824951171875,374.60029296875
354.300927734375,367.3869873046875
355.35812988281253,360.9983642578125
358.8296630859375,354.63642578125
361.993408203125,348.11606445312503
364.760986328125,341.41875000000005
366.941357421875,334.50981445312505
368.09274902343753,327.3657958984375
371.26494140625005,321.00839843750003
374.82272949218753,314.69418945312503
378.12651367187505,308.2432373046875
381.13168945312503,301.64833984375
383.7572265625,294.8939453125
385.85908203125,287.95969238281253
387.42985839843755,280.91184082031253
390.793115234375,274.4923828125
394.48442382812505,268.25556640625
398.551953125,262.258056640625
403.13134765625,256.6446044921875
408.50151367187505,251.7962158203125
408.52392578125,249.8800048828125
410.2178955078125,246.3947509765625
414.36582031250003,240.4781005859375
132.75999755859377,344.81533203125
132.75999755859377,337.56708984375
139.64697265625,338.21379394531255
136.81239013671876,341.26748046875
