,rounded_lat,rounded_lng,0
1239,40.2,-82.2,2
1240,40.2,-81.9,2
1241,40.2,-81.6,12
1242,40.2,-81.3,1
1243,40.2,-81.0,1
1244,40.2,-80.7,4
1245,40.2,-79.8,1
1246,40.2,-79.5,1
1247,40.2,-79.2,1
1248,40.2,-75.0,1
1249,40.2,-74.7,2
1250,40.2,-74.1,1
1251,40.5,-123.9,2
1252,40.5,-122.7,2
1253,40.5,-122.4,1
1254,40.5,-121.8,3
1255,40.5,-120.6,1
1256,40.5,-118.2,1
1257,40.5,-112.2,1
1258,40.5,-111.6,3
1259,40.5,-110.7,2
1260,40.5,-110.4,1
1261,40.5,-109.8,1
1262,40.5,-108.6,1
1263,40.5,-106.8,3
1264,40.5,-105.9,1
1265,40.5,-105.3,1
1266,40.5,-97.2,1
1267,40.5,-93.9,2
1268,40.5,-93.6,1
1269,40.5,-91.5,2
1270,40.5,-90.9,4
1271,40.5,-90.3,3
1272,40.5,-90.0,6
1273,40.5,-89.7,1
1274,40.5,-87.0,1
1275,40.5,-85.8,1
1276,40.5,-83.7,1
1277,40.5,-83.4,1
1278,40.5,-82.8,5
1279,40.5,-82.5,1
1280,40.5,-82.2,7
1281,40.5,-81.9,1
1282,40.5,-81.6,1
1283,40.5,-81.3,6
1284,40.5,-81.0,2
1285,40.5,-80.7,4
1286,40.5,-80.4,2
1287,40.5,-80.1,2
1288,40.5,-79.8,4
1289,40.5,-77.7,1
1290,40.5,-75.3,1
1291,40.5,-75.0,1
1292,40.5,-74.7,1
1293,40.5,-74.4,1
1294,40.8,-124.2,1
1295,40.8,-123.6,3
1296,40.8,-123.3,1
1297,40.8,-122.7,3
1298,40.8,-122.4,3
1299,40.8,-122.1,3
1300,40.8,-121.8,1
1301,40.8,-121.5,1
1302,40.8,-111.9,1
1303,40.8,-111.6,1
1304,40.8,-111.0,2
1305,40.8,-110.7,1
1306,40.8,-110.1,1
1307,40.8,-109.8,2
1308,40.8,-109.5,2
1309,40.8,-105.9,1
1310,40.8,-105.6,1
1311,40.8,-96.6,1
1312,40.8,-93.9,2
1313,40.8,-91.2,1
1314,40.8,-90.9,2
1315,40.8,-90.3,1
1316,40.8,-89.7,4
1317,40.8,-89.4,1
1318,40.8,-89.1,1
1319,40.8,-88.5,1
1320,40.8,-85.5,3
1321,40.8,-84.0,3
1322,40.8,-82.5,2
1323,40.8,-82.2,2
1324,40.8,-81.6,1
1325,40.8,-81.3,9
1326,40.8,-81.0,1
1327,40.8,-80.7,11
1328,40.8,-80.1,1
1329,40.8,-78.6,1
1330,40.8,-75.0,2
1331,40.8,-74.7,2
1332,40.8,-74.4,4
1333,41.1,-124.2,1
1334,41.1,-123.9,1
1335,41.1,-123.6,1
1336,41.1,-123.3,1
1337,41.1,-123.0,1
1338,41.1,-122.7,2
1339,41.1,-122.4,1
1340,41.1,-111.9,1
1341,41.1,-110.4,1
1342,41.1,-96.3,1
1343,41.1,-96.0,2
1344,41.1,-92.7,1
1345,41.1,-91.8,1
1346,41.1,-90.3,2
1347,41.1,-89.4,2
1348,41.1,-87.9,1
1349,41.1,-87.6,1
1350,41.1,-87.0,1
1351,41.1,-86.7,1
1352,41.1,-83.4,1
1353,41.1,-82.5,3
1354,41.1,-82.2,2
1355,41.1,-81.9,7
1356,41.1,-81.6,4
1357,41.1,-81.3,8
1358,41.1,-81.0,9
1359,41.1,-80.7,2
1360,41.1,-80.4,3
1361,41.1,-80.1,2
1362,41.1,-78.6,1
1363,41.1,-78.3,2
1364,41.1,-75.3,1
1365,41.1,-74.7,5
1366,41.1,-74.4,6
1367,41.1,-74.1,2
1368,41.4,-124.2,2
1369,41.4,-123.6,2
1370,41.4,-123.3,1
1371,41.4,-123.0,2
1372,41.4,-122.4,2
1373,41.4,-120.6,2
1374,41.4,-111.6,5
1375,41.4,-111.0,1
1376,41.4,-96.0,1
1377,41.4,-93.9,1
1378,41.4,-93.0,1
1379,41.4,-91.8,1
1380,41.4,-90.0,1
1381,41.4,-89.1,2
1382,41.4,-88.8,5
1383,41.4,-88.5,6
1384,41.4,-88.2,1
1385,41.4,-87.9,2
1386,41.4,-87.6,3
1387,41.4,-85.8,1
1388,41.4,-84.6,1
1389,41.4,-84.3,1
1390,41.4,-83.1,1
1391,41.4,-82.8,1
1392,41.4,-82.2,3
1393,41.4,-81.6,5
1394,41.4,-81.3,8
1395,41.4,-81.0,3
1396,41.4,-80.7,1
1397,41.4,-79.2,1
1398,41.4,-78.9,1
1399,41.4,-78.3,1
1400,41.4,-78.0,1
1401,41.4,-76.8,1
1402,41.4,-75.6,1
1403,41.4,-75.3,1
1404,41.4,-74.7,4
1405,41.4,-73.8,2
1406,41.4,-73.5,1
1407,41.4,-73.2,1
1408,41.4,-72.6,1
1409,41.4,-72.3,1
1410,41.4,-72.0,1
1411,41.4,-71.7,2
1412,41.4,-71.4,1
1413,41.7,-124.2,2
1414,41.7,-123.9,1
1415,41.7,-123.3,5
1416,41.7,-123.0,1
1417,41.7,-122.7,2
1418,41.7,-120.3,1
1419,41.7,-111.9,1
1420,41.7,-111.6,1
1421,41.7,-98.1,1
1422,41.7,-93.9,1
1423,41.7,-93.6,1
1424,41.7,-91.5,2
1425,41.7,-90.6,2
1426,41.7,-90.3,2
1427,41.7,-90.0,2
1428,41.7,-89.7,2
1429,41.7,-88.5,2
1430,41.7,-87.9,8
1431,41.7,-86.1,1
1432,41.7,-85.8,1
1433,41.7,-84.6,2
1434,41.7,-84.3,1
1435,41.7,-81.3,2
1436,41.7,-81.0,5
1437,41.7,-80.7,2
1438,41.7,-80.4,1
1439,41.7,-78.9,1
1440,41.7,-78.0,2
1441,41.7,-77.7,1
1442,41.7,-75.9,1
1443,41.7,-74.1,1
1444,41.7,-73.5,2
1445,41.7,-71.7,1
1446,41.7,-71.1,2
1447,41.7,-70.8,1
1448,41.7,-70.5,1
1449,42.0,-124.2,2
1450,42.0,-123.9,1
1451,42.0,-123.3,5
1452,42.0,-122.7,1
1453,42.0,-112.2,1
1454,42.0,-111.6,1
1455,42.0,-94.5,1
1456,42.0,-93.9,2
1457,42.0,-89.4,3
1458,42.0,-88.5,1
1459,42.0,-88.2,2
1460,42.0,-87.9,1
1461,42.0,-86.4,1
1462,42.0,-84.9,1
1463,42.0,-84.3,3
1464,42.0,-83.4,1
1465,42.0,-81.0,1
1466,42.0,-80.4,1
1467,42.0,-78.6,2
1468,42.0,-78.0,1
1469,42.0,-75.6,1
1470,42.0,-75.3,1
1471,42.0,-73.8,2
1472,42.0,-73.5,3
1473,42.0,-72.9,3
1474,42.0,-71.7,3
1475,42.0,-71.4,1
1476,42.0,-71.1,2
1477,42.3,-124.5,1
1478,42.3,-124.2,1
1479,42.3,-123.6,5
1480,42.3,-123.3,3
1481,42.3,-122.1,1
1482,42.3,-121.8,1
1483,42.3,-121.5,1
1484,42.3,-114.3,1
1485,42.3,-111.6,1
1486,42.3,-94.8,1
1487,42.3,-91.8,1
1488,42.3,-90.6,1
1489,42.3,-90.0,1
1490,42.3,-89.1,1
1491,42.3,-88.2,4
1492,42.3,-86.4,1
1493,42.3,-85.8,1
1494,42.3,-85.5,1
1495,42.3,-85.2,1
1496,42.3,-84.6,2
1497,42.3,-84.3,1
1498,42.3,-84.0,2
1499,42.3,-83.7,5
1500,42.3,-78.9,1
1501,42.3,-78.0,1
1502,42.3,-77.7,1
1503,42.3,-76.2,1
1504,42.3,-75.3,1
1505,42.3,-75.0,1
1506,42.3,-73.2,1
1507,42.3,-70.8,1
1508,42.6,-123.9,1
1509,42.6,-123.3,1
1510,42.6,-122.4,2
1511,42.6,-111.0,3
1512,42.6,-110.7,1
1513,42.6,-103.5,1
1514,42.6,-102.9,2
1515,42.6,-96.6,2
1516,42.6,-96.3,1
1517,42.6,-94.2,2
1518,42.6,-93.9,1
1519,42.6,-93.3,1
1520,42.6,-90.9,2
1521,42.6,-87.6,1
1522,42.6,-86.1,1
1523,42.6,-84.0,1
1524,42.6,-77.4,2
1525,42.6,-75.0,1
1526,42.6,-73.2,2
1527,42.6,-72.9,1
1528,42.6,-72.0,1
1529,42.6,-71.7,1
1530,42.9,-124.5,2
1531,42.9,-122.1,1
1532,42.9,-116.4,1
1533,42.9,-108.9,1
1534,42.9,-100.5,1
1535,42.9,-98.1,1
1536,42.9,-94.5,2
1537,42.9,-91.8,1
1538,42.9,-91.2,1
1539,42.9,-90.3,1
1540,42.9,-89.7,2
1541,42.9,-88.5,1
1542,42.9,-87.9,1
1543,42.9,-86.1,1
1544,42.9,-81.6,1
1545,42.9,-72.6,1
1546,42.9,-71.7,1
1547,43.2,-124.5,1
1548,43.2,-124.2,1
1549,43.2,-123.6,2
1550,43.2,-123.3,2
1551,43.2,-122.7,1
1552,43.2,-122.4,1
1553,43.2,-122.1,2
1554,43.2,-92.7,1
1555,43.2,-92.1,1
1556,43.2,-91.5,1
1557,43.2,-90.6,1
1558,43.2,-90.3,2
1559,43.2,-89.4,1
1560,43.2,-88.2,2
1561,43.2,-86.1,1
1562,43.2,-85.8,1
1563,43.2,-85.5,2
1564,43.2,-85.2,2
1565,43.2,-84.9,2
1566,43.2,-82.5,1
1567,43.2,-78.6,1
1568,43.2,-78.3,4
1569,43.2,-77.7,1
1570,43.2,-76.8,1
1571,43.2,-75.6,1
1572,43.2,-74.4,2
1573,43.2,-74.1,1
1574,43.2,-73.8,1
1575,43.2,-73.2,1
1576,43.2,-71.4,2
1577,43.2,-70.8,1
1578,43.5,-123.9,1
1579,43.5,-123.6,1
1580,43.5,-123.3,1
1581,43.5,-123.0,1
1582,43.5,-122.1,3
1583,43.5,-121.8,2
1584,43.5,-114.9,1
1585,43.5,-111.9,1
1586,43.5,-111.3,1
1587,43.5,-102.3,1
1588,43.5,-101.7,1
1589,43.5,-99.3,1
1590,43.5,-95.1,1
1591,43.5,-88.8,1
1592,43.5,-86.4,3
1593,43.5,-85.2,3
1594,43.5,-84.6,1
1595,43.5,-84.3,1
1596,43.5,-83.1,1
1597,43.5,-75.6,1
1598,43.5,-74.7,1
1599,43.5,-74.1,1
1600,43.5,-73.8,1
1601,43.5,-73.5,1
1602,43.5,-73.2,1
1603,43.5,-72.6,1
1604,43.5,-72.3,2
1605,43.8,-124.2,1
1606,43.8,-123.9,1
1607,43.8,-123.6,1
1608,43.8,-123.3,1
1609,43.8,-122.7,1
1610,43.8,-122.4,1
1611,43.8,-122.1,1
1612,43.8,-121.8,1
1613,43.8,-121.5,3
1614,43.8,-118.8,1
1615,43.8,-113.7,1
1616,43.8,-103.5,1
1617,43.8,-92.4,2
1618,43.8,-89.7,1
1619,43.8,-89.1,1
1620,43.8,-87.9,1
1621,43.8,-86.4,2
1622,43.8,-85.2,1
1623,43.8,-84.6,1
1624,43.8,-84.3,3
1625,43.8,-84.0,1
1626,43.8,-83.4,1
1627,43.8,-74.1,1
1628,43.8,-73.5,3
1629,43.8,-70.5,1
1630,44.1,-123.9,1
1631,44.1,-123.3,1
1632,44.1,-123.0,1
1633,44.1,-122.1,2
1634,44.1,-121.8,1
1635,44.1,-121.5,2
1636,44.1,-121.2,1
1637,44.1,-120.3,1
1638,44.1,-115.2,1
1639,44.1,-114.9,1
1640,44.1,-112.5,1
1641,44.1,-91.2,1
1642,44.1,-86.4,1
1643,44.1,-86.1,2
1644,44.1,-85.8,1
1645,44.1,-85.5,1
1646,44.1,-85.2,1
1647,44.1,-84.6,2
1648,44.1,-84.0,1
1649,44.1,-73.8,1
1650,44.4,-123.6,1
1651,44.4,-122.1,3
1652,44.4,-121.8,1
1653,44.4,-118.8,1
1654,44.4,-118.5,1
1655,44.4,-115.8,2
1656,44.4,-115.5,1
1657,44.4,-114.9,1
1658,44.4,-112.5,1
1659,44.4,-112.2,1
1660,44.4,-110.1,1
1661,44.4,-109.8,2
1662,44.4,-109.5,2
1663,44.4,-104.1,1
1664,44.4,-103.5,1
1665,44.4,-91.2,1
1666,44.4,-90.6,2
1667,44.4,-89.7,2
1668,44.4,-86.1,1
1669,44.4,-85.8,4
1670,44.4,-85.5,1
1671,44.4,-85.2,1
1672,44.4,-84.9,1
1673,44.4,-84.6,3
1674,44.4,-84.3,3
1675,44.4,-84.0,5
1676,44.4,-74.1,1
1677,44.7,-123.6,1
1678,44.7,-123.3,3
1679,44.7,-122.7,2
1680,44.7,-122.1,2
1681,44.7,-121.8,1
1682,44.7,-121.5,1
1683,44.7,-121.2,1
1684,44.7,-120.6,1
1685,44.7,-118.8,1
1686,44.7,-118.5,1
1687,44.7,-118.2,1
1688,44.7,-116.1,1
1689,44.7,-115.8,1
1690,44.7,-110.4,1
1691,44.7,-92.1,1
1692,44.7,-90.0,1
1693,44.7,-88.5,1
1694,44.7,-87.6,1
1695,44.7,-86.1,2
1696,44.7,-85.8,4
1697,44.7,-85.5,2
1698,44.7,-84.9,1
1699,44.7,-84.6,2
1700,44.7,-84.0,3
1701,44.7,-83.7,4
1702,44.7,-83.4,1
1703,44.7,-75.6,1
1704,44.7,-73.8,1
1705,44.7,-71.1,1
1706,45.0,-123.9,2
1707,45.0,-123.6,5
1708,45.0,-123.3,1
1709,45.0,-122.7,4
1710,45.0,-122.4,6
1711,45.0,-122.1,3
1712,45.0,-118.5,1
1713,45.0,-117.3,1
1714,45.0,-116.4,2
1715,45.0,-116.1,1
1716,45.0,-115.8,2
1717,45.0,-114.6,1
1718,45.0,-111.6,1
1719,45.0,-106.8,1
1720,45.0,-92.4,1
1721,45.0,-90.0,1
1722,45.0,-89.1,1
1723,45.0,-88.5,1
1724,45.0,-87.6,3
1725,45.0,-84.9,1
1726,45.0,-84.3,2
1727,45.0,-84.0,1
1728,45.0,-83.7,1
1729,45.0,-83.4,1
1730,45.0,-71.1,1
1731,45.3,-122.4,4
1732,45.3,-122.1,2
1733,45.3,-121.8,6
1734,45.3,-121.5,4
1735,45.3,-118.5,1
1736,45.3,-118.2,1
1737,45.3,-117.6,1
1738,45.3,-115.8,1
1739,45.3,-113.1,1
1740,45.3,-111.0,1
1741,45.3,-109.5,1
1742,45.3,-93.0,1
1743,45.3,-92.7,1
1744,45.3,-89.7,1
1745,45.3,-88.2,2
1746,45.3,-87.9,1
1747,45.3,-85.2,1
1748,45.3,-84.6,1
1749,45.3,-84.3,2
1750,45.3,-84.0,1
1751,45.3,-83.4,1
1752,45.6,-123.6,4
1753,45.6,-123.3,4
1754,45.6,-123.0,3
1755,45.6,-122.4,3
1756,45.6,-122.1,8
1757,45.6,-121.8,6
1758,45.6,-121.5,1
1759,45.6,-118.8,2
1760,45.6,-118.5,5
1761,45.6,-110.7,1
1762,45.6,-91.8,2
1763,45.6,-91.5,1
1764,45.6,-90.3,2
1765,45.6,-90.0,1
1766,45.6,-89.1,1
1767,45.6,-88.8,1
1768,45.6,-88.2,1
1769,45.6,-87.9,2
1770,45.6,-87.0,1
1771,45.9,-123.9,2
1772,45.9,-123.6,2
1773,45.9,-123.3,2
1774,45.9,-122.7,1
1775,45.9,-122.4,5
1776,45.9,-122.1,1
1777,45.9,-121.8,9
1778,45.9,-121.5,5
1779,45.9,-121.2,2
1780,45.9,-120.9,1
1781,45.9,-119.7,1
1782,45.9,-118.2,4
1783,45.9,-117.9,3
1784,45.9,-117.0,1
1785,45.9,-114.0,1
1786,45.9,-113.1,1
1787,45.9,-112.5,1
1788,45.9,-111.3,1
1789,45.9,-110.4,1
1790,45.9,-94.8,1
1791,45.9,-93.0,1
1792,45.9,-92.7,1
1793,45.9,-91.8,1
1794,45.9,-90.6,3
1795,45.9,-90.3,1
1796,45.9,-89.7,4
1797,45.9,-89.1,1
1798,45.9,-88.5,1
1799,45.9,-87.9,1
1800,45.9,-87.3,2
1801,45.9,-87.0,1
1802,45.9,-86.7,1
1803,45.9,-86.1,2
1804,45.9,-84.9,1
1805,46.2,-167.1,1
1806,46.2,-141.0,1
1807,46.2,-123.9,3
1808,46.2,-123.6,1
1809,46.2,-123.3,1
1810,46.2,-123.0,1
1811,46.2,-122.7,1
1812,46.2,-122.4,3
1813,46.2,-122.1,8
1814,46.2,-121.8,10
1815,46.2,-121.5,2
1816,46.2,-121.2,1
1817,46.2,-120.9,1
1818,46.2,-119.4,1
1819,46.2,-118.2,2
1820,46.2,-117.9,1
1821,46.2,-117.6,1
1822,46.2,-115.2,1
1823,46.2,-113.7,1
1824,46.2,-113.1,1
1825,46.2,-112.5,1
1826,46.2,-92.4,1
1827,46.2,-91.5,1
1828,46.2,-91.2,1
1829,46.2,-90.0,2
1830,46.2,-89.4,2
1831,46.2,-88.8,1
1832,46.2,-88.5,1
1833,46.2,-87.6,1
1834,46.2,-87.3,1
1835,46.2,-86.7,1
1836,46.2,-86.4,1
1837,46.2,-86.1,3
1838,46.2,-68.7,1
1839,46.5,-123.9,1
1840,46.5,-123.6,2
1841,46.5,-123.3,2
1842,46.5,-123.0,4
1843,46.5,-122.7,6
1844,46.5,-122.4,11
1845,46.5,-122.1,5
1846,46.5,-121.8,2
1847,46.5,-121.5,2
1848,46.5,-121.2,3
1849,46.5,-120.3,1
1850,46.5,-117.9,2
1851,46.5,-113.7,1
1852,46.5,-111.3,1
1853,46.5,-110.7,1
1854,46.5,-95.1,1
1855,46.5,-92.7,2
1856,46.5,-91.2,2
1857,46.5,-90.9,1
1858,46.5,-88.2,2
1859,46.5,-87.6,3
1860,46.5,-87.3,1
1861,46.5,-87.0,1
1862,46.5,-86.4,1
1863,46.5,-85.5,2
1864,46.5,-84.9,1
1865,46.8,-124.2,2
1866,46.8,-123.9,3
1867,46.8,-123.6,1
1868,46.8,-123.3,2
1869,46.8,-123.0,1
1870,46.8,-122.7,6
1871,46.8,-122.4,10
1872,46.8,-122.1,10
1873,46.8,-121.8,2
1874,46.8,-121.5,7
1875,46.8,-121.2,8
1876,46.8,-120.6,1
1877,46.8,-116.7,1
1878,46.8,-115.5,1
1879,46.8,-114.0,1
1880,46.8,-112.8,1
1881,46.8,-111.9,1
1882,46.8,-110.7,1
1883,46.8,-110.4,2
1884,46.8,-94.8,2
1885,46.8,-93.9,1
1886,46.8,-92.4,1
1887,46.8,-90.9,1
1888,46.8,-89.4,1
1889,46.8,-85.5,1
1890,47.1,-124.2,5
1891,47.1,-123.9,4
1892,47.1,-123.6,5
1893,47.1,-123.3,4
1894,47.1,-123.0,3
1895,47.1,-122.7,9
1896,47.1,-122.4,13
1897,47.1,-122.1,12
1898,47.1,-121.8,6
1899,47.1,-121.5,11
1900,47.1,-121.2,2
1901,47.1,-120.9,3
1902,47.1,-120.3,1
1903,47.1,-116.4,1
1904,47.1,-114.0,3
1905,47.1,-113.7,1
1906,47.1,-112.8,1
1907,47.1,-112.5,1
1908,47.1,-111.9,3
1909,47.1,-94.8,1
1910,47.1,-88.2,1
1911,47.4,-124.2,1
1912,47.4,-123.9,6
1913,47.4,-123.6,1
1914,47.4,-123.3,9
1915,47.4,-123.0,4
1916,47.4,-122.7,4
1917,47.4,-122.4,4
1918,47.4,-122.1,7
1919,47.4,-121.8,7
1920,47.4,-121.5,7
1921,47.4,-121.2,5
1922,47.4,-120.9,3
1923,47.4,-120.6,1
1924,47.4,-120.3,4
1925,47.4,-116.1,1
1926,47.4,-95.1,2
1927,47.4,-94.8,1
1928,47.4,-94.5,2
1929,47.4,-94.2,1
1930,47.4,-93.9,1
1931,47.4,-93.3,2
1932,47.4,-93.0,2
1933,47.4,-92.7,2
1934,47.4,-92.1,1
1935,47.7,-144.0,1
1936,47.7,-124.2,3
1937,47.7,-123.3,3
1938,47.7,-123.0,6
1939,47.7,-122.7,2
1940,47.7,-122.4,6
1941,47.7,-122.1,7
1942,47.7,-121.8,4
1943,47.7,-121.5,1
1944,47.7,-121.2,6
1945,47.7,-120.9,2
1946,47.7,-120.6,5
1947,47.7,-117.3,2
1948,47.7,-117.0,1
1949,47.7,-116.1,1
1950,47.7,-115.5,1
1951,47.7,-113.7,1
1952,47.7,-108.6,1
1953,47.7,-104.1,1
1954,47.7,-102.6,2
1955,47.7,-102.0,1
1956,47.7,-94.2,1
1957,47.7,-93.9,1
1958,47.7,-92.4,1
1959,48.0,-124.5,1
1960,48.0,-123.9,3
1961,48.0,-123.6,5
1962,48.0,-123.3,3
1963,48.0,-123.0,3
1964,48.0,-122.7,2
1965,48.0,-122.4,1
1966,48.0,-122.1,8
1967,48.0,-121.8,11
1968,48.0,-121.5,10
1969,48.0,-119.1,1
1970,48.0,-117.6,2
1971,48.0,-117.0,1
1972,48.0,-116.7,2
1973,48.0,-116.1,1
1974,48.0,-105.9,1
1975,48.0,-95.1,1
1976,48.0,-92.4,2
1977,48.0,-90.6,1
1978,48.3,-124.8,2
1979,48.3,-122.7,2
1980,48.3,-122.4,3
1981,48.3,-122.1,3
1982,48.3,-121.8,6
1983,48.3,-121.5,1
1984,48.3,-121.2,2
1985,48.3,-120.9,2
1986,48.3,-120.6,1
1987,48.3,-120.0,2
1988,48.3,-119.7,1
1989,48.3,-119.1,4
1990,48.3,-117.9,1
1991,48.3,-117.0,2
1992,48.3,-116.7,1
1993,48.3,-116.1,3
1994,48.3,-115.5,1
1995,48.3,-113.1,1
1996,48.3,-101.4,1
1997,48.3,-92.1,1
1998,48.6,-122.4,1
1999,48.6,-121.8,2
2000,48.6,-121.5,2
2001,48.6,-121.2,1
2002,48.6,-120.9,2
2003,48.6,-120.6,2
2004,48.6,-120.3,2
2005,48.6,-120.0,1
2006,48.6,-119.7,3
2007,48.6,-119.1,2
2008,48.6,-118.5,3
2009,48.6,-117.9,1
2010,48.6,-117.6,1
2011,48.6,-117.3,2
2012,48.6,-117.0,1
2013,48.6,-116.7,1
2014,48.6,-116.4,1
2015,48.6,-113.7,1
2016,48.6,-96.3,1
2017,48.9,-122.4,1
2018,48.9,-122.1,6
2019,48.9,-121.8,2
2020,48.9,-120.6,1
2021,48.9,-119.7,3
2022,48.9,-119.4,1
2023,48.9,-118.5,3
2024,48.9,-117.9,1
2025,48.9,-117.6,1
2026,48.9,-117.3,4
2027,48.9,-96.0,1
2028,55.2,-132.9,2
2029,55.5,-132.6,1
2030,57.9,-156.0,1
2031,61.2,-149.7,2
2032,61.5,-142.8,1
2033,62.7,-141.3,1
2034,63.0,-141.6,1
2035,63.9,-142.8,1
2036,64.8,-147.9,1
