x,y
116.3290023803711,405.6029968261719
116.01322174072266,413.62030029296875
116.87586975097656,421.6023254394531
118.6392593383789,429.43603515625
122.30219268798828,430.96807861328125
122.49349212646484,438.99951171875
126.03504943847656,437.1434020996094
124.6795654296875,445.0236511230469
125.16802978515625,453.03424072265625
126.64364624023438,460.9278564453125
129.0716552734375,463.69195556640625
131.18920135498047,469.6436462402344
130.84996795654297,477.64715576171875
133.3572006225586,478.7415771484375
129.69821166992188,485.19012451171875
125.8885498046875,492.0625915527344
118.51087951660156,494.5166931152344
114.36631774902344,500.7512512207031
120.52525329589844,505.6223449707031
127.55030822753906,506.5565490722656
134.52527618408203,508.1181945800781
142.3878631591797,508.5086975097656
150.38931274414062,508.7346496582031
157.54861450195312,505.42431640625
160.66119384765625,498.1892395019531
160.0779266357422,490.2007751464844
161.24169921875,482.2810974121094
164.57118225097656,474.99786376953125
165.0076141357422,479.3319396972656
169.69793701171875,473.6405944824219
173.21575927734375,466.4281921386719
175.70074462890625,458.7936706542969
176.2785186767578,461.8367919921875
180.78842163085938,456.24383544921875
184.03639221191406,448.91229248046875
185.8544158935547,441.0965270996094
186.505859375,433.094970703125
186.22354125976562,425.06988525390625
185.16493225097656,417.1090393066406
183.8776092529297,410.601806640625
186.9644012451172,415.9884033203125
186.00741577148438,408.02740478515625
186.26748657226562,400.0018310546875
187.46316528320312,392.3967590332031
190.48333740234375,399.7384033203125
192.15147399902344,407.5952453613281
193.75450134277344,406.5802307128906
193.90380859375,414.58465576171875
192.5355682373047,422.49566650390625
190.3750762939453,430.2307434082031
189.25405883789062,438.1590270996094
189.29962158203125,446.18890380859375
190.0867919921875,454.18157958984375
194.31637573242188,455.47998046875
192.2060546875,461.81768798828125
191.19346618652344,469.759033203125
192.5797119140625,477.6390686035156
196.767333984375,481.9089050292969
197.10423278808594,489.4197998046875
201.581298828125,487.54644775390625
198.547607421875,494.90313720703125
197.14952087402344,498.5226745605469
197.92271423339844,501.0815734863281
195.3529052734375,508.6636047363281
194.6341552734375,516.6511840820312
199.10044860839844,522.6578369140625
207.0509033203125,523.2154846191406
214.695068359375,522.2166137695312
221.95303344726562,523.9026489257812
228.83355712890625,521.6647338867188
234.42845153808594,517.2009582519531
241.51446533203125,515.5101928710938
245.83349609375,509.39410400390625
243.3223876953125,501.8330078125
239.8361358642578,494.68365478515625
239.9556884765625,486.6732482910156
241.31991577148438,478.7591857910156
243.23194885253906,470.9573059082031
245.48736572265625,463.2471618652344
247.9052734375,458.984130859375
250.54835510253906,456.3110046386719
252.529296875,448.5281677246094
254.01083374023438,440.6329345703125
255.20933532714844,432.6894226074219
256.21630859375,424.71917724609375
257.0809326171875,416.732177734375
257.82972717285156,408.7335205078125
258.477294921875,400.7259521484375
259.02259826660156,392.7109069824219
262.3265686035156,393.26123046875
263.4029846191406,385.30718994140625
263.729248046875,377.28131103515625
263.68821716308594,369.2480773925781
263.41554260253906,361.21917724609375
262.9786682128906,353.1974792480469
262.41217041015625,345.183837890625
261.73826599121094,337.178466796875
260.9647521972656,329.1821594238281
263.16151428222656,325.97894287109375
262.2216491699219,321.0141296386719
261.3701629638672,313.03204345703125
261.2489776611328,305.0004577636719
261.51824951171875,296.9718322753906
262.9838409423828,295.4187316894531
265.26927185058594,296.4088439941406
265.99085998535156,288.40911865234375
266.39617919921875,280.3858337402344
266.6650848388672,272.3566436767578
266.8496551513672,264.32513427734375
266.975341796875,256.29237365722656
267.05039978027344,248.25894165039062
267.8323059082031,244.15469360351562
270.2063751220703,246.56869506835938
272.24945068359375,240.731201171875
277.15875244140625,246.94911193847656
281.2492370605469,249.3188934326172
284.0412902832031,256.5010986328125
284.021484375,260.69117736816406
284.40667724609375,264.27207946777344
282.7138977050781,272.1150665283203
282.5054931640625,276.7644348144531
285.7183532714844,276.7283020019531
284.3128356933594,284.637451171875
283.45172119140625,292.6204833984375
285.5902099609375,291.73724365234375
285.6259765625,296.3808898925781
285.6607971191406,304.3987731933594
289.7945251464844,306.4889221191406
285.7975769042969,313.4421691894531
283.9361267089844,321.1927795410156
281.96844482421875,328.88665771484375
286.2928771972656,333.4551696777344
292.8693542480469,336.2943115234375
296.8429870605469,343.2048645019531
297.3822937011719,351.1374206542969
296.59649658203125,359.13055419921875
296.96533203125,367.12841796875
302.5395812988281,365.9378662109375
304.779052734375,366.577880859375
303.9171142578125,374.536865234375
305.9732971191406,381.65521240234375
312.88555908203125,381.1735534667969
317.4820251464844,374.933837890625
319.1553649902344,367.0874938964844
320.43646240234375,359.1634216308594
322.7054748535156,357.7705078125
322.5098876953125,349.74481201171875
321.0811767578125,343.4591979980469
324.6305847167969,350.46905517578125
323.71502685546875,342.4940185546875
321.6788330078125,335.6142883300781
324.0432434082031,335.2765197753906
322.9859313964844,327.3133239746094
322.3735656738281,319.3047790527344
324.3723449707031,319.14111328125
326.713623046875,316.83636474609375
325.6668395996094,308.873291015625
325.239501953125,300.85302734375
325.4550476074219,292.82452392578125
326.4533996582031,286.3127136230469
328.143798828125,286.7666931152344
328.850341796875,278.7666931152344
328.79705810546875,270.73692321777344
327.7413024902344,262.7803497314453
325.2039794921875,255.17803955078125
